avg_precision,pr_auc,accuracy,roc_auc,precision,recall,f1,best_threshold
0.0234084533795652,0.25169653151169963,0.938548946561707,0.8740920572045867,0.0303415909780756,0.4699535892954011,0.057002906073510856,0.02839905197020702
