avg_precision,pr_auc,accuracy,roc_auc,precision,recall,f1,best_threshold
0.08949619551804755,0.08947177720277306,0.9906902314435265,0.9448798053595157,0.12889766863643332,0.22810559942137304,0.16471714742717866,0.08996791550364479
